Locality,Total_SqFt,BHK,Bathrooms,Dist_to_School_km,Dist_to_Hospital_km,Dist_to_Railway_km,Parking_Available,Gated_Security,Price_INR
Gadikoppa,2396,3,3,0.53,2.45,4.4,1,1,17560000.0
Alkola,2148,3,3,2.05,3.8,5.84,0,0,10295000.0
Sulebailu,3350,4,4,4.91,7.35,3.52,1,0,12765000.0
KHB Colony,3669,4,4,1.47,2.69,4.69,1,0,21214000.0
Bommanakatte,1669,3,3,2.93,5.7,11.03,1,0,6706000.0
Sulebailu,3591,4,5,4.21,6.83,10.33,1,0,13975000.0
Gopala,960,2,2,1.37,2.37,8.48,1,0,4882000.0
Gadikoppa,1299,2,2,1.9,1.68,5.76,0,0,9004000.0
Vinoba Nagar,4068,4,5,0.77,0.91,2.23,1,1,28100000.0
Sulebailu,2761,3,3,4.78,8.73,10.64,1,0,10295000.0
KHB Colony,2143,3,3,1.12,1.83,3.05,0,0,12417000.0
Vinoba Nagar,2614,3,3,1.14,1.52,3.0,1,1,17944000.0
Gadikoppa,3391,4,5,1.47,2.68,3.42,1,0,24339000.0
Alkola,659,1,1,1.21,3.11,4.58,0,0,3273000.0
Vinoba Nagar,2512,3,4,1.48,1.13,3.11,1,1,17333000.0
Basavanagudi,3198,4,4,0.61,0.52,9.27,0,0,23635000.0
KHB Colony,1913,3,3,1.88,2.9,8.88,1,0,10871000.0
Basavanagudi,1015,2,2,0.35,0.65,10.89,1,0,7989000.0
Sulebailu,2919,4,5,4.55,6.94,5.87,1,0,10645000.0
Gadikoppa,1528,2,2,1.8,1.78,6.48,1,0,10950000.0
Vinoba Nagar,3910,4,5,0.56,0.87,9.42,1,1,26812000.0
Vinoba Nagar,1698,3,4,1.68,0.84,4.8,1,1,11782000.0
Gopala,1290,2,3,1.78,3.61,9.88,1,0,6744000.0
KHB Colony,905,2,2,1.17,2.15,7.43,1,0,5106000.0
Sulebailu,2204,3,3,4.16,6.02,5.39,1,0,8311000.0
Basavanagudi,1378,2,2,1.01,1.48,5.82,0,0,10274000.0
Alkola,3769,4,4,1.6,4.46,4.8,1,0,18889000.0
Bommanakatte,3461,4,5,2.77,5.6,7.11,0,0,14629000.0
Basavanagudi,884,1,1,0.4,0.6,9.8,1,0,6454000.0
Gadikoppa,1900,3,3,1.0,2.71,11.13,1,1,13752000.0
Gadikoppa,1407,2,2,1.32,1.98,10.6,1,0,10170000.0
Gopala,976,2,2,1.55,3.19,1.42,1,0,5178000.0
Sulebailu,4156,4,4,4.52,7.21,8.84,1,0,15875000.0
Vinoba Nagar,2593,3,3,1.52,2.46,10.13,1,1,17580000.0
Bommanakatte,4059,4,4,4.92,5.88,5.23,0,0,17059000.0
Basavanagudi,1761,3,3,0.9,0.6,6.0,1,0,13266000.0
Bommanakatte,1902,3,4,3.85,4.68,11.72,1,0,7929000.0
Basavanagudi,4317,4,4,1.21,0.94,3.53,0,0,32309000.0
KHB Colony,2940,4,5,1.34,2.35,2.08,0,0,17011000.0
Gadikoppa,4455,4,4,0.94,2.0,10.07,1,1,32266000.0
Vinoba Nagar,1787,3,3,1.22,1.47,10.8,1,1,12676000.0
KHB Colony,1366,2,2,1.71,2.03,11.24,1,0,7821000.0
Gopala,1095,2,2,2.33,3.12,3.71,1,0,5925000.0
Gadikoppa,2364,3,3,1.69,1.13,8.86,1,1,17289000.0
Gadikoppa,3181,4,4,1.79,1.42,5.59,1,0,22669000.0
Basavanagudi,2484,3,3,0.5,1.4,9.15,1,0,18556000.0
KHB Colony,2350,3,4,1.42,1.77,9.12,1,0,13595000.0
KHB Colony,3669,4,4,1.6,1.69,4.1,0,0,21142000.0
KHB Colony,4175,4,4,1.09,2.74,4.07,1,0,24276000.0
Gadikoppa,1491,2,2,2.29,1.38,4.64,1,1,10661000.0
Gadikoppa,3005,4,4,0.64,1.7,3.09,1,0,21745000.0
Sulebailu,1781,3,3,3.34,8.77,4.2,1,0,6307000.0
KHB Colony,4089,4,4,1.25,2.34,4.56,1,0,23843000.0
Gadikoppa,2428,3,4,1.0,2.14,1.2,1,0,17755000.0
Bommanakatte,1698,3,4,3.76,5.68,4.72,0,0,6824000.0
Bommanakatte,3163,4,4,3.0,4.37,4.8,0,0,13433000.0
Gadikoppa,1912,3,4,1.38,1.9,4.31,1,0,13673000.0
Basavanagudi,4061,4,4,1.36,1.29,7.69,1,0,30655000.0
Bommanakatte,4323,4,4,4.69,4.31,5.23,1,0,18052000.0
Alkola,721,1,1,2.5,3.23,3.29,0,0,3309000.0
Gopala,4467,4,4,2.09,2.01,8.65,1,0,23965000.0
KHB Colony,1781,3,3,1.76,1.91,9.73,1,0,10128000.0
KHB Colony,671,1,1,1.94,2.16,3.61,1,0,3967000.0
Alkola,2081,3,4,2.02,2.63,6.5,1,0,10743000.0
Basavanagudi,3003,4,5,0.44,0.49,3.84,1,0,22414000.0
Vinoba Nagar,3786,4,5,1.98,1.44,10.54,1,1,25941000.0
Alkola,1352,2,3,2.03,2.68,10.15,0,0,6642000.0
Gadikoppa,1304,2,2,1.81,1.98,5.03,1,1,9599000.0
Alkola,1330,2,2,1.91,4.02,5.22,1,0,6641000.0
Gopala,910,2,3,1.32,3.1,8.89,1,0,5028000.0
KHB Colony,2201,3,3,1.36,1.99,10.57,1,0,13020000.0
Alkola,4071,4,4,1.35,3.1,1.19,0,0,20542000.0
Gadikoppa,1820,3,3,0.7,2.38,1.32,1,0,13207000.0
Gadikoppa,2117,3,3,1.55,1.09,4.77,0,1,15122000.0
KHB Colony,3440,4,4,1.38,1.24,3.69,0,0,19784000.0
Gopala,1990,3,3,1.45,3.1,6.03,1,0,10741000.0
Basavanagudi,4271,4,4,0.59,0.93,8.36,0,0,31862000.0
Vinoba Nagar,4218,4,4,1.8,2.27,1.77,1,1,28844000.0
Sulebailu,1250,2,2,5.23,8.61,1.09,1,0,4496000.0
Gopala,4129,4,5,2.19,2.92,1.39,1,0,22367000.0
Sulebailu,2133,3,4,3.82,7.56,6.15,1,0,7787000.0
Gadikoppa,2565,3,3,0.56,2.54,2.21,0,0,18211000.0
Gopala,3685,4,4,2.42,3.95,8.83,1,0,19918000.0
Gopala,1905,3,4,2.41,3.63,11.5,1,0,10290000.0
Bommanakatte,3968,4,4,3.12,5.8,3.83,1,0,17016000.0
Basavanagudi,2471,3,3,0.59,0.41,1.52,0,0,18104000.0
Gopala,1904,3,3,1.34,1.77,9.24,1,0,10296000.0
Gadikoppa,914,2,2,1.55,1.16,2.29,0,1,6663000.0
Bommanakatte,3601,4,5,4.18,5.27,6.62,1,0,15272000.0
Sulebailu,723,1,1,3.73,5.99,5.17,1,0,2550000.0
Gadikoppa,4484,4,4,1.59,2.27,6.74,1,0,31886000.0
Vinoba Nagar,3790,4,4,0.7,0.68,10.99,1,1,26015000.0
Basavanagudi,1265,2,2,0.9,1.32,2.07,1,0,9694000.0
Sulebailu,3360,4,4,5.88,5.02,1.52,0,0,12570000.0
Sulebailu,3175,4,4,5.68,5.75,7.82,1,0,11876000.0
Gopala,1082,2,2,2.16,2.6,1.19,1,0,5768000.0
Gopala,2397,3,3,2.91,1.89,3.08,1,0,12994000.0
KHB Colony,779,1,2,1.52,1.39,9.34,1,0,4440000.0
Gopala,953,2,2,1.36,3.5,8.06,1,0,5129000.0
Gopala,935,2,2,1.6,1.96,7.78,1,0,5222000.0
Alkola,4029,4,5,1.91,2.91,9.28,1,0,20102000.0
KHB Colony,2875,4,4,1.96,2.87,10.33,1,0,16554000.0
Alkola,1400,2,2,2.11,3.74,10.8,1,0,7112000.0
Alkola,1825,3,3,2.18,4.25,3.4,1,0,9309000.0
KHB Colony,2098,3,3,1.48,1.46,5.2,1,0,12212000.0
Gopala,1809,3,3,1.14,3.98,8.69,0,0,9445000.0
Alkola,2497,3,4,2.26,2.05,3.56,1,0,12898000.0
Bommanakatte,3425,4,5,4.73,4.68,7.09,1,0,14517000.0
Vinoba Nagar,4323,4,4,1.23,0.62,11.31,1,1,29849000.0
Alkola,3559,4,4,1.7,2.19,8.76,1,0,18143000.0
KHB Colony,3099,4,5,1.72,2.67,5.35,1,0,18020000.0
Vinoba Nagar,3969,4,4,1.47,2.34,5.19,1,1,26976000.0
KHB Colony,2798,3,3,1.32,2.77,1.54,0,0,16035000.0
Vinoba Nagar,2239,3,4,1.44,1.86,6.36,0,1,15277000.0
Gopala,3050,4,4,2.66,2.0,10.78,1,0,16432000.0
Alkola,3028,4,4,1.7,4.24,2.65,1,0,15410000.0
Basavanagudi,2431,3,3,1.4,0.76,5.02,1,0,18576000.0
KHB Colony,3994,4,5,1.84,1.39,11.26,1,0,23215000.0
KHB Colony,742,1,1,1.32,1.62,9.23,1,0,4270000.0
Gadikoppa,1071,2,2,0.8,1.8,6.31,1,1,8054000.0
Alkola,3144,4,4,2.06,4.34,7.22,1,0,16028000.0
Alkola,829,1,1,2.09,3.11,1.66,1,0,3925000.0
Bommanakatte,1290,2,2,2.56,6.59,2.73,1,0,5156000.0
Vinoba Nagar,4045,4,4,1.92,0.52,3.22,1,1,28082000.0
Gopala,1485,2,3,2.79,2.08,3.09,1,0,7981000.0
Gadikoppa,1304,2,2,2.32,2.58,9.26,1,1,9591000.0
Vinoba Nagar,3112,4,4,1.69,1.63,1.84,1,1,21383000.0
Sulebailu,2995,4,4,5.02,6.96,1.98,1,0,11284000.0
KHB Colony,1168,2,3,1.01,1.36,4.63,1,0,6831000.0
Basavanagudi,1504,2,2,1.18,1.01,6.06,0,0,11304000.0
Basavanagudi,2902,4,4,0.75,1.36,3.58,0,0,21814000.0
Vinoba Nagar,4276,4,4,0.85,1.62,9.65,1,0,29152000.0
KHB Colony,1776,3,3,1.03,2.38,6.81,1,0,10216000.0
Alkola,3680,4,4,2.06,2.15,10.95,1,0,18861000.0
Basavanagudi,1011,2,2,0.55,1.48,10.4,1,0,7613000.0
Alkola,3801,4,4,1.23,3.37,11.12,1,0,19556000.0
Gopala,1669,3,3,2.19,2.72,8.32,1,0,8962000.0
KHB Colony,2073,3,3,1.17,1.79,9.43,1,0,12083000.0
Gopala,1688,3,3,1.94,2.24,9.13,1,0,8982000.0
Gopala,2636,3,4,2.86,2.98,2.33,0,0,13826000.0
KHB Colony,1970,3,3,1.73,1.14,10.85,1,0,11491000.0
Bommanakatte,2911,4,4,2.62,5.5,3.77,1,0,12333000.0
Vinoba Nagar,1340,2,2,1.79,2.47,6.54,1,0,9076000.0
Gopala,2362,3,3,1.01,3.04,5.68,0,0,12571000.0
Vinoba Nagar,3160,4,4,1.49,1.42,9.84,0,0,21364000.0
Gadikoppa,2575,3,4,1.78,1.95,11.86,1,1,18633000.0
Sulebailu,2816,4,4,5.94,7.15,6.01,1,0,10713000.0
Bommanakatte,4475,4,4,3.73,6.53,6.23,1,0,18571000.0
Gopala,3524,4,4,2.0,2.42,10.7,0,0,18623000.0
KHB Colony,3379,4,4,1.63,1.33,5.45,1,0,19605000.0
Bommanakatte,1095,2,2,3.01,5.25,6.95,1,0,4747000.0
Basavanagudi,3619,4,4,0.25,1.2,10.21,0,0,27264000.0
Sulebailu,2080,3,3,5.95,5.98,5.14,1,0,7721000.0
Gopala,4080,4,4,2.64,2.86,1.35,1,0,21787000.0
Alkola,833,1,1,2.03,2.49,10.01,1,0,4110000.0
Vinoba Nagar,709,1,1,0.98,2.14,1.1,0,1,5027000.0
Gadikoppa,2174,3,3,2.36,1.24,3.55,1,0,15685000.0
Sulebailu,4417,4,4,4.56,8.41,8.78,1,0,17107000.0
Vinoba Nagar,2924,4,4,0.68,1.32,1.31,1,1,20064000.0
Alkola,2306,3,3,1.12,4.36,2.09,1,0,11666000.0
Gadikoppa,2351,3,3,0.54,2.52,4.98,1,1,17145000.0
Vinoba Nagar,858,1,1,0.83,2.02,9.63,1,1,5964000.0
Vinoba Nagar,1225,2,2,0.89,2.0,4.74,1,1,8623000.0
Gadikoppa,2150,3,3,2.06,2.28,1.67,0,0,15320000.0
Vinoba Nagar,3303,4,4,0.97,1.27,11.0,1,1,22627000.0
Gadikoppa,3854,4,5,1.09,2.1,1.7,0,0,27559000.0
Alkola,4195,4,4,1.83,2.63,5.08,0,0,21244000.0
Gadikoppa,2094,3,3,2.33,2.29,1.37,1,0,14987000.0
Gadikoppa,2105,3,3,1.28,2.29,5.8,1,1,15398000.0
Gadikoppa,857,1,1,0.9,2.62,2.73,1,1,6354000.0
KHB Colony,2581,3,4,1.12,1.99,4.04,1,0,14659000.0
Sulebailu,3534,4,5,5.46,8.54,3.58,0,0,12927000.0
Gopala,2948,4,4,2.43,2.43,8.48,1,0,15897000.0
Sulebailu,3246,4,5,3.82,6.19,7.17,1,0,12429000.0
Basavanagudi,3899,4,4,0.59,0.79,2.4,1,0,29466000.0
Basavanagudi,2734,3,3,1.36,0.95,11.27,1,0,20571000.0
Gadikoppa,4308,4,5,1.68,2.44,9.51,0,1,31113000.0
KHB Colony,4288,4,4,1.23,1.58,10.36,1,0,24743000.0
Bommanakatte,4149,4,4,2.71,6.96,7.47,1,0,17460000.0
Bommanakatte,3785,4,4,4.69,5.03,4.58,0,0,15857000.0
Bommanakatte,3733,4,4,3.65,6.72,2.85,0,0,15601000.0
Bommanakatte,2072,3,4,4.38,4.61,8.56,1,0,8577000.0
Sulebailu,4216,4,4,3.11,7.0,10.4,1,0,16051000.0
Gopala,3254,4,4,1.08,1.68,4.58,1,0,17370000.0
Bommanakatte,3039,4,4,2.99,4.39,11.27,0,0,12645000.0
Bommanakatte,2254,3,3,4.47,4.31,10.2,1,0,9333000.0
Basavanagudi,1134,2,2,1.27,1.21,10.79,1,0,8478000.0
KHB Colony,628,1,1,1.15,2.72,4.62,1,0,3402000.0
Gadikoppa,4306,4,4,2.28,1.05,5.47,0,1,30967000.0
Alkola,627,1,1,1.41,3.47,2.56,1,0,3032000.0
Sulebailu,1053,2,2,5.04,6.97,9.49,1,0,3676000.0
Vinoba Nagar,3571,4,5,1.72,2.02,6.33,1,0,24150000.0
Gopala,3396,4,4,2.15,2.16,8.34,1,0,18171000.0
Alkola,1351,2,2,2.33,2.01,11.27,1,0,7289000.0
KHB Colony,1153,2,2,1.47,2.67,2.95,0,0,6636000.0
Vinoba Nagar,1556,2,2,1.29,1.16,11.78,1,1,10875000.0
Sulebailu,2535,3,3,4.18,8.86,7.29,1,0,9476000.0
Alkola,1872,3,3,2.36,2.01,1.0,1,0,9479000.0
Sulebailu,3772,4,4,3.67,6.89,1.67,1,0,14331000.0
Sulebailu,3760,4,4,5.97,5.83,6.99,1,0,14264000.0
Vinoba Nagar,4197,4,4,1.95,1.48,8.66,0,1,28586000.0
Sulebailu,2382,3,3,3.76,8.5,6.06,1,0,9120000.0
KHB Colony,711,1,1,1.75,2.1,5.2,1,0,3833000.0
Gopala,3466,4,4,1.07,3.66,4.96,1,0,18874000.0
Alkola,2474,3,4,1.85,3.91,9.33,1,0,12720000.0
Vinoba Nagar,3672,4,4,1.03,2.49,5.78,0,1,25116000.0
Vinoba Nagar,3359,4,5,0.92,0.61,8.57,0,0,22846000.0
Gopala,2695,3,3,2.75,1.94,3.91,0,0,14095000.0
Alkola,4204,4,5,1.84,2.62,3.68,1,0,21491000.0
Basavanagudi,1513,2,2,1.04,1.43,4.09,1,0,11462000.0
Gadikoppa,1357,2,2,2.26,2.96,6.43,1,1,9948000.0
KHB Colony,3957,4,4,1.02,2.56,4.61,1,0,23091000.0
Gadikoppa,3809,4,5,0.82,1.8,3.53,1,1,27634000.0
KHB Colony,2032,3,3,1.83,2.36,3.6,1,0,11826000.0
Gadikoppa,4374,4,4,2.28,1.76,10.99,1,1,31263000.0
KHB Colony,1441,2,2,1.11,1.9,3.12,1,0,8243000.0
Gopala,1574,2,2,1.21,3.46,8.67,1,0,8748000.0
Gopala,1123,2,2,1.88,2.26,1.74,1,0,6291000.0
Gadikoppa,3888,4,4,1.7,2.22,5.27,1,1,28216000.0
Gopala,1329,2,2,1.1,3.13,10.37,1,0,7144000.0
Vinoba Nagar,3891,4,4,1.36,1.4,7.2,0,1,26519000.0
Sulebailu,2755,3,4,5.05,6.25,11.0,1,0,10522000.0
Gadikoppa,4225,4,4,0.59,2.86,7.91,1,1,30590000.0
Vinoba Nagar,1541,2,2,1.67,2.04,3.49,1,1,10681000.0
Gopala,3455,4,4,1.58,3.22,4.72,1,0,18598000.0
Gadikoppa,3039,4,4,1.79,1.26,8.88,1,1,21948000.0
Basavanagudi,1231,2,2,0.62,0.87,1.5,1,0,9170000.0
Sulebailu,800,1,1,3.33,8.73,5.98,1,0,2901000.0
Gopala,3945,4,4,1.61,2.0,6.97,1,0,21532000.0
Basavanagudi,644,1,2,0.64,0.74,2.07,1,0,4766000.0
Vinoba Nagar,4379,4,4,1.6,0.67,1.22,1,1,29835000.0
Sulebailu,3194,4,4,4.74,7.73,4.71,1,0,12119000.0
Gadikoppa,4407,4,4,1.76,2.58,2.89,1,1,31958000.0
Gadikoppa,3782,4,4,2.12,1.93,2.99,1,1,27232000.0
Gopala,930,2,3,1.03,2.3,3.15,1,0,4957000.0
Vinoba Nagar,4315,4,4,1.86,1.51,8.22,1,1,29641000.0
Bommanakatte,766,1,1,4.09,5.77,4.23,0,0,2683000.0
KHB Colony,2558,3,3,1.04,1.49,3.13,1,0,14603000.0
Basavanagudi,3697,4,4,0.52,0.97,10.72,1,0,27784000.0
KHB Colony,1595,2,2,1.7,1.05,4.24,1,0,9318000.0
Bommanakatte,707,1,2,4.0,4.91,10.78,1,0,2632000.0
Alkola,2968,4,4,1.61,2.79,11.84,1,0,15031000.0
Basavanagudi,2187,3,4,0.22,0.74,8.32,1,0,16488000.0
Sulebailu,2371,3,3,4.22,6.08,2.07,1,0,9086000.0
Bommanakatte,712,1,2,3.4,6.25,11.41,1,0,2750000.0
Alkola,1163,2,3,1.5,2.95,11.4,1,0,6034000.0
Basavanagudi,2037,3,4,1.19,1.39,3.62,1,0,15295000.0
Basavanagudi,3218,4,4,1.16,0.92,3.7,1,0,24034000.0
Gopala,2098,3,3,1.27,3.61,6.23,0,0,11194000.0
KHB Colony,2321,3,3,1.7,1.02,4.72,1,0,13447000.0
KHB Colony,2294,3,3,1.36,1.53,7.5,0,0,13053000.0
Gopala,2914,4,4,2.01,3.13,11.52,1,0,15508000.0
Gadikoppa,3584,4,4,2.4,2.0,5.52,0,1,25984000.0
Vinoba Nagar,2656,3,3,1.75,1.41,7.5,1,1,18286000.0
Sulebailu,702,1,1,3.66,6.24,1.78,1,0,2400000.0
Bommanakatte,2596,3,4,3.62,4.49,4.81,1,0,11072000.0
Vinoba Nagar,1753,3,3,1.25,1.94,2.72,1,1,12039000.0
Alkola,2195,3,3,1.88,2.95,4.66,1,0,11077000.0
Gadikoppa,3516,4,4,1.55,2.63,9.24,1,0,25190000.0
Alkola,1179,2,2,1.87,4.23,6.33,1,0,5976000.0
Bommanakatte,2442,3,3,3.25,4.0,5.18,1,0,10331000.0
Bommanakatte,2514,3,4,4.04,6.86,4.42,1,0,10305000.0
Gopala,628,1,1,2.35,1.95,6.42,1,0,3558000.0
Basavanagudi,4357,4,5,1.38,0.91,11.17,1,0,32702000.0
Gopala,766,1,1,2.15,2.04,6.18,1,0,3888000.0
Sulebailu,2271,3,3,4.34,5.49,1.41,1,0,8677000.0
Bommanakatte,670,1,1,4.9,5.57,7.08,1,0,2602000.0
Alkola,845,1,1,1.87,2.04,11.71,1,0,4169000.0
KHB Colony,4414,4,4,1.42,1.48,4.6,1,0,25689000.0
Gopala,4016,4,4,1.65,2.81,2.25,0,0,21155000.0
Gopala,1532,2,2,2.45,1.69,5.43,0,0,7873000.0
Basavanagudi,2018,3,4,0.2,0.79,2.71,1,0,15251000.0
Alkola,4159,4,5,1.59,4.49,9.06,1,0,21031000.0
Vinoba Nagar,3385,4,4,1.59,0.83,6.77,1,1,23170000.0
KHB Colony,2785,3,3,1.61,1.19,6.13,1,0,16229000.0
Basavanagudi,706,1,1,1.48,1.05,6.74,1,0,5481000.0
Gadikoppa,2234,3,3,1.91,1.58,1.64,0,0,15857000.0
Gopala,4498,4,4,1.42,1.97,6.18,1,0,24072000.0
Gadikoppa,3640,4,4,1.66,1.51,4.89,1,1,26573000.0
Vinoba Nagar,3702,4,4,0.88,0.8,4.85,1,0,25428000.0
Gadikoppa,680,1,1,1.09,1.9,3.51,1,0,4900000.0
Sulebailu,2232,3,4,5.44,8.44,8.87,1,0,8329000.0
Bommanakatte,1100,2,2,4.05,5.79,10.47,1,0,4364000.0
Vinoba Nagar,654,1,1,1.35,1.5,7.66,1,0,4362000.0
Vinoba Nagar,3547,4,4,1.28,0.56,9.41,1,1,24406000.0
Gopala,1426,2,2,2.58,2.67,8.48,1,0,7864000.0
Gopala,1637,3,3,2.03,3.53,6.47,1,0,8644000.0
KHB Colony,4088,4,4,1.98,2.44,1.93,1,0,23743000.0
Basavanagudi,2466,3,3,1.15,0.68,8.19,1,0,18509000.0
Alkola,2143,3,4,1.23,2.15,10.6,1,0,10860000.0
Basavanagudi,869,1,1,0.82,0.87,3.29,1,0,6471000.0
Gopala,3897,4,4,1.39,3.33,9.82,1,0,21205000.0
Sulebailu,1978,3,3,4.37,6.06,5.49,1,0,7342000.0
KHB Colony,662,1,1,1.92,1.37,9.83,1,0,3988000.0
Bommanakatte,697,1,1,3.44,6.09,10.91,1,0,2501000.0
Bommanakatte,4164,4,4,3.0,6.38,5.72,1,0,17617000.0
Basavanagudi,2626,3,4,0.3,1.29,5.82,0,0,19537000.0
Alkola,3154,4,4,1.73,2.38,3.67,1,0,16165000.0
KHB Colony,1220,2,2,1.48,2.5,8.27,1,0,7242000.0
Gopala,1700,3,3,2.52,2.91,10.42,1,0,8978000.0
Alkola,3072,4,4,1.82,2.96,8.13,1,0,15348000.0
Alkola,1242,2,2,1.11,3.25,6.44,1,0,6182000.0
KHB Colony,3764,4,4,1.88,2.91,7.42,0,0,21485000.0
Gopala,855,1,2,1.09,3.76,6.95,1,0,4499000.0
Vinoba Nagar,2491,3,3,1.82,2.43,5.83,1,1,17132000.0
Basavanagudi,1169,2,2,0.68,0.96,1.13,1,0,8772000.0
Gadikoppa,3331,4,4,2.13,1.41,6.8,1,0,23846000.0
Gadikoppa,3699,4,5,0.71,2.1,7.51,0,1,26717000.0
KHB Colony,2621,3,3,1.13,2.18,8.39,0,0,15102000.0
Bommanakatte,2982,4,4,4.2,6.42,8.29,1,0,12553000.0
Sulebailu,4008,4,4,3.05,7.8,11.5,1,0,15251000.0
Sulebailu,2199,3,3,4.18,8.55,6.61,1,0,7913000.0
KHB Colony,4158,4,4,1.07,1.54,7.23,1,0,24257000.0
Bommanakatte,4311,4,5,3.47,6.01,11.32,1,0,18288000.0
Alkola,4011,4,4,2.13,2.68,4.12,1,0,20559000.0
Gadikoppa,3585,4,4,1.2,2.24,7.43,1,1,25923000.0
Basavanagudi,2163,3,4,0.68,0.96,4.12,1,0,16267000.0
Alkola,3798,4,5,2.23,3.43,1.35,1,0,19015000.0
Gadikoppa,2066,3,3,0.6,1.14,10.76,1,0,15136000.0
KHB Colony,4302,4,4,1.9,2.02,8.57,1,0,25002000.0
Alkola,2763,3,4,1.51,2.41,4.13,1,0,13724000.0
Vinoba Nagar,4037,4,5,1.17,1.75,2.53,1,1,27611000.0
KHB Colony,2563,3,4,1.77,2.24,10.02,1,0,14853000.0
Gopala,2206,3,3,2.43,2.81,4.0,1,0,11887000.0
Alkola,3710,4,4,1.12,3.24,8.68,1,0,18662000.0
Gopala,4419,4,4,1.45,3.05,7.49,1,0,23776000.0
Alkola,3159,4,5,1.76,3.32,1.44,1,0,15714000.0
Alkola,2725,3,3,1.3,2.4,3.34,1,0,13875000.0
Basavanagudi,2291,3,3,0.43,0.47,7.81,1,0,17356000.0
Gopala,4334,4,4,1.43,2.9,6.92,1,0,23512000.0
Vinoba Nagar,661,1,2,0.55,1.83,6.76,1,1,4699000.0
Vinoba Nagar,3320,4,4,1.27,1.76,8.38,1,1,22984000.0
KHB Colony,1595,2,2,1.66,2.51,3.09,1,0,9253000.0
Basavanagudi,3676,4,4,0.62,0.87,5.89,1,0,27520000.0
Alkola,1188,2,2,2.25,2.26,2.55,1,0,6050000.0
KHB Colony,3309,4,4,1.72,1.17,7.31,1,0,19602000.0
Sulebailu,3333,4,4,3.41,7.29,2.0,1,0,12689000.0
Gopala,2964,4,4,2.87,3.3,1.85,1,0,15804000.0
Vinoba Nagar,1813,3,3,0.55,2.12,7.18,1,1,12662000.0
Gopala,1618,3,3,2.23,2.3,7.27,1,0,8752000.0
Basavanagudi,3491,4,4,1.16,1.39,6.03,1,0,26435000.0
Vinoba Nagar,2459,3,3,1.29,2.42,1.99,1,1,16963000.0
Vinoba Nagar,1065,2,2,1.9,1.99,3.54,1,0,7259000.0
KHB Colony,691,1,1,1.08,2.51,8.99,1,0,4043000.0
Gadikoppa,2233,3,3,1.99,2.26,5.7,1,1,16123000.0
KHB Colony,1777,3,3,1.28,1.44,6.8,0,0,10157000.0
Vinoba Nagar,1035,2,2,1.36,0.79,4.57,1,1,7180000.0
Sulebailu,2640,3,3,5.82,7.79,1.56,1,0,9949000.0
Basavanagudi,3196,4,4,1.38,0.35,5.84,1,0,23970000.0
Alkola,3336,4,5,1.05,4.38,7.28,1,0,16822000.0
Alkola,3545,4,4,1.55,2.57,2.12,1,0,17971000.0
Gopala,1269,2,2,1.31,1.93,7.27,1,0,6847000.0
Basavanagudi,926,2,2,0.76,1.45,5.3,1,0,7156000.0
Alkola,2068,3,3,1.56,3.2,3.17,1,0,10575000.0
KHB Colony,3981,4,5,1.93,1.61,3.16,1,0,23033000.0
Gadikoppa,1772,3,4,1.09,1.59,2.29,1,0,12483000.0
Bommanakatte,3929,4,4,4.72,4.63,2.79,1,0,16688000.0
Vinoba Nagar,3157,4,4,1.82,1.4,2.35,1,0,21489000.0
KHB Colony,4190,4,4,1.24,1.0,10.6,1,0,24231000.0
Bommanakatte,3240,4,5,4.6,4.51,7.18,0,0,13390000.0
Sulebailu,3746,4,4,5.71,6.59,9.92,1,0,14128000.0
Gadikoppa,4170,4,5,0.74,2.45,7.13,1,0,30080000.0
Sulebailu,2064,3,3,4.2,7.96,3.8,1,0,7824000.0
KHB Colony,3414,4,4,1.1,1.67,6.58,1,0,19826000.0
Basavanagudi,3034,4,4,1.02,0.7,6.3,1,0,23153000.0
Gopala,2286,3,3,2.28,1.66,4.76,1,0,12312000.0
Gadikoppa,3111,4,4,2.19,2.17,5.09,0,1,22550000.0
Sulebailu,1103,2,3,3.8,6.04,6.35,1,0,4147000.0
Bommanakatte,4114,4,4,4.97,4.9,7.77,1,0,17184000.0
Bommanakatte,1270,2,2,2.59,6.45,2.41,1,0,5200000.0
Basavanagudi,1320,2,2,1.14,0.98,4.25,0,0,9702000.0
Sulebailu,2232,3,3,5.15,8.76,8.16,1,0,8431000.0
Vinoba Nagar,1685,3,3,1.38,0.79,8.68,0,0,11225000.0
Gopala,607,1,1,2.89,3.16,6.3,1,0,3200000.0
Gadikoppa,2785,3,4,1.2,2.44,3.39,1,1,20162000.0
Vinoba Nagar,1238,2,2,1.43,1.89,3.36,1,1,8517000.0
Vinoba Nagar,3459,4,4,1.35,1.49,8.06,0,1,23328000.0
Basavanagudi,2013,3,3,0.5,1.25,8.02,1,0,14833000.0
Basavanagudi,3128,4,4,0.45,1.23,11.63,1,0,23441000.0
Vinoba Nagar,2578,3,4,1.52,1.04,9.97,1,1,17670000.0
Sulebailu,1801,3,3,5.16,8.02,3.43,1,0,6777000.0
Bommanakatte,963,2,2,4.45,4.71,9.29,1,0,3780000.0
Basavanagudi,2331,3,3,0.73,1.48,5.18,1,0,17690000.0
Alkola,4025,4,4,2.16,3.68,4.21,1,0,20546000.0
Bommanakatte,2467,3,3,3.11,5.05,2.79,1,0,10044000.0
